especies,registros BHRD,Hábito,ID,SpecieName,Family,Genus,Specific.Epiteth,Seed.type,Sind,fdiam,flen,seeddiam,seedlen,wooden,Tre.size.max,scientificName,id_bhrd,id_flora,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,threat.status,notes,original.search,life.form,habitat,vernacular.name,occurrence,establishment,arvore_life.form,Arbusto_life.form,LVT_life.form,Subarbusto_life.form,suculenta_life.form,Terricola_habitat,Rupicola_habitat,Hemiepifita_habitat
Miconia budlejoides,13,Árvore,1107,Miconia budlejoides,Melastomataceae,Miconia,budlejoides,orthodox,zoochoric,4,4,1,NA,NA,10,Miconia budlejoides,sp_0732,9677,Miconia budlejoides Triana,NA,Melastomataceae,species,accepted,Miconia budlejoides,NA,,Miconia budlejoides,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Agarista oleifolia,13,Arbusto|Árvore|Subarbusto,28,Agarista oleifolia,Ericaceae,Agarista,oleifolia,orthodox,abiotic,NA,NA,NA,NA,NA,6,Agarista oleifolia var. oleifolia,sp_5890,28640,Agarista oleifolia (Cham.) G.Don var. oleifolia,NA,Ericaceae,variety,accepted,Agarista oleifolia var. oleifolia,NA,,Agarista oleifolia var. oleifolia,Arbusto|arvore,Terricola,NA,BR-BA|BR-ES|BR-GO|BR-MG|BR-MT|BR-PR|BR-RJ|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Miconia theizans,13,Arbusto|Árvore,1162,Miconia theizans,Melastomataceae,Miconia,theizans,orthodox,zoochoric,"1,6",2,NA,NA,NA,12,Miconia theizans,sp_0733,9773,Miconia theizans (Bonpl.) Cogn.,NA,Melastomataceae,species,accepted,Miconia theizans,NA,,Miconia theizans,Arbusto|arvore,Terricola,NA,BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Handroanthus serratifolius,13,Árvore,791,Handroanthus serratifolius,Bignoniaceae,Handroanthus,serratifolius,orthodox,abiotic,10,300,8,45,"1,08",20,Handroanthus serratifolius,sp_0714,117466,Handroanthus serratifolius (Vahl) S.Grose,NA,Bignoniaceae,species,accepted,Handroanthus serratifolius,NA,,Handroanthus serratifolius,arvore,Terricola,NA,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-SE|BR-SP|BR-TO,native,1,0,0,0,0,0,0,0
Hedyosmum brasiliense,13,Arbusto|Árvore,795,Hedyosmum brasiliense,Chloranthaceae,Hedyosmum,brasiliense,recalcitrant,zoochoric,24,26,"1,5","3,1","0,46",6,Hedyosmum brasiliense,sp_0715,6808,Hedyosmum brasiliense Mart. ex Miq.,NA,Chloranthaceae,species,accepted,Hedyosmum brasiliense,NA,,Hedyosmum brasiliense,Arbusto|arvore,Terricola,NA,BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PR|BR-RJ|BR-SC|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Myrcia mutabilis,13,Arbusto|Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrcia mutabilis,sp_0737,10731,Myrcia mutabilis (O.Berg) N.Silveira,NA,Myrtaceae,species,accepted,Myrcia mutabilis,NA,,Myrcia mutabilis,Arbusto|arvore,Terricola,NA,BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-PE,native,"0,5","0,5",0,0,0,0,0,0
Croton echinocarpus,13,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Croton echinocarpus,sp_0694,54583,Croton echinocarpus Mi¼ll. Arg.,NA,Euphorbiaceae,species,accepted,Croton echinocarpus,NA,,Croton echinocarpus,arvore,Terricola,NA,BR-ES|BR-MG|BR-RJ|BR-SP,native,1,0,0,0,0,0,0,0
Helicostylis tomentosa,13,Árvore,799,Helicostylis tomentosa,Moraceae,Helicostylis,tomentosa,NA,zoochoric,"21,5","22,3","7,9","9,3","0,63",26,Helicostylis tomentosa,sp_0716,10183,Helicostylis tomentosa (Poepp. & Endl.) Rusby,NA,Moraceae,species,accepted,Helicostylis tomentosa,LC,,Helicostylis tomentosa,arvore,Terricola,inhari©/PORTUGUES/Acre | pama/PORTUGUES/Acre | pama branca/PORTUGUES/Acre | pama caucho/PORTUGUES/Acre | inhari©-folha-peluda/PORTUGUES/Amazonas | inhari©-paina/PORTUGUES/Amazonas,BR-AC|BR-AL|BR-AM|BR-BA|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PE|BR-RJ|BR-RO|BR-RR,native,1,0,0,0,0,0,0,0
Hymenaea courbaril,12,Árvore,838,Hymenaea courbaril,Fabaceae,Hymenaea,courbaril,orthodox,zoochoric,50,120,"19,1",29,"0,844651282",20,Hymenaea courbaril,sp_0818,22972,Hymenaea courbaril L.,NA,Fabaceae,species,accepted,Hymenaea courbaril,LC,,Hymenaea courbaril,arvore,Terricola,jatobi¡/PORTUGUES/Acre,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-SE|BR-SP|BR-TO,native,1,0,0,0,0,0,0,0
Pouteria caimito,12,Arbusto|Árvore,1522,Pouteria caimito,Sapotaceae,Pouteria,caimito,recalcitrant,zoochoric,40,45,16,40,"0,906125",24,Pouteria caimito,sp_0851,14499,Pouteria caimito (Ruiz & Pav.) Radlk.,NA,Sapotaceae,species,accepted,Pouteria caimito,NA,,Pouteria caimito,Arbusto|arvore,Terricola,"abio/PORTUGUES/PE | abiorana-peluda/PORTUGUES/AC | abiu, abiurana/PORTUGUES/todo o Brasil | abiu-da-restinga/PORTUGUES/RJ | abiurana-do-caranazal/PORTUGUES/Amazonas | abiurana-vermelha/PORTUGUES/PA | gema-de-ovo/PORTUGUES/RJ | guapeva, guapeva-carvao, guapeva-mirim/PORTUGUES/RJ",BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-SC|BR-SE|BR-SP|BR-TO,native,"0,5","0,5",0,0,0,0,0,0
Miconia holosericea,12,Arbusto|Árvore,1130,Miconia holosericea,Melastomataceae,Miconia,holosericea,orthodox,zoochoric,"5,4","6,5",NA,NA,"0,62",NA,Miconia holosericea,sp_0829,9711,Miconia holosericea (L.) DC.,NA,Melastomataceae,species,accepted,Miconia holosericea,NA,,Miconia holosericea,Arbusto|arvore,Terricola,NA,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-RJ|BR-RO|BR-RR|BR-SE|BR-SP|BR-TO,native,"0,5","0,5",0,0,0,0,0,0
Cariniana estrellensis,12,Árvore,248,Cariniana estrellensis,Lecythidaceae,Cariniana,estrellensis,orthodox,abiotic,"36,63","100,54","11,4",30,"0,68034",45,Cariniana estrellensis,sp_0783,8541,Cariniana estrellensis (Raddi) Kuntze,NA,Lecythidaceae,species,accepted,Cariniana estrellensis,NA,,Cariniana estrellensis,arvore,Terricola,bingueiro/PORTUGUES/NA | cachimbeiro/PORTUGUES/NA | coatingua/PORTUGUES/NA | currimboque/PORTUGUES/Acre | estopa/PORTUGUES/NA | estopeira/PORTUGUES/NA | jequitibi¡/PORTUGUES/NA | jequitibi¡-branco/PORTUGUES/NA | jequitibi¡-rei/PORTUGUES/NA | jequitibi¡-rosa/PORTUGUES/NA | mussambiª/PORTUGUES/NA | pau-de-cachimbo/PORTUGUES/NA | pau-estopa/PORTUGUES/NA,BR-AC|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Cyathea leucofolis,12,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyathea leucofolis,sp_0797,90883,Cyathea leucofolis Domin,NA,Cyatheaceae,species,accepted,Cyathea leucofolis,NA,,Cyathea leucofolis,arvore,Terricola,NA,BR-ES|BR-MG|BR-PR|BR-RJ|BR-SP,native,1,0,0,0,0,0,0,0
Mollinedia glabra,12,Arbusto|Árvore,1187,Mollinedia glabra,Monimiaceae,Mollinedia,glabra,recalcitrant,zoochoric,12,13,NA,NA,NA,7,Mollinedia glabra,sp_0833,10085,Mollinedia glabra (Spreng.) Perkins,NA,Monimiaceae,species,accepted,Mollinedia glabra,LC,,Mollinedia glabra,Arbusto|arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-RJ|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Ficus mexiae,12,Árvore,714,Ficus mexiae,Moraceae,Ficus,mexiae,orthodox,zoochoric,16,18,"0,7","1,6","0,6",11,Ficus mexiae,sp_0810,25817,Ficus mexiae Standl.,NA,Moraceae,species,accepted,Ficus mexiae,LC,,Ficus mexiae,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-RJ,native,1,0,0,0,0,0,0,0
Humiriastrum dentatum,12,Árvore,830,Humiriastrum dentatum,Humiriaceae,Humiriastrum,dentatum,NA,zoochoric,25,20,"16,6",18,"0,72",16,Humiriastrum dentatum,sp_0817,7977,Humiriastrum dentatum (Casar.) Cuatrec.,NA,Humiriaceae,species,accepted,Humiriastrum dentatum,NA,,Humiriastrum dentatum,arvore,Terricola,NA,BR-RJ|BR-SP,native,1,0,0,0,0,0,0,0
Duguetia chrysocarpa,12,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duguetia chrysocarpa,sp_0803,110306,Duguetia chrysocarpa Maas,NA,Annonaceae,species,accepted,Duguetia chrysocarpa,NA,,Duguetia chrysocarpa,arvore,Terricola,Pindai­ba/PORTUGUES/NA | Pindai­ba da mata/PORTUGUES/NA,BR-BA|BR-ES|BR-MG,native,1,0,0,0,0,0,0,0
Cecropia pachystachya,12,Árvore,280,Cecropia pachystachya,Urticaceae,Cecropia,pachystachya,orthodox,zoochoric,"1,52",200,"0,61",2,"0,33",25,Cecropia pachystachya,sp_0784,15041,Cecropia pachystachya Tri©cul,NA,Urticaceae,species,accepted,Cecropia pachystachya,NA,,Cecropia pachystachya,arvore,Terricola,embaiºba/PORTUGUES/sudeste,BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,1,0,0,0,0,0,0,0
Miconia chartacea,12,Árvore,1112,Miconia chartacea,Melastomataceae,Miconia,chartacea,orthodox,zoochoric,4,"3,3",NA,NA,NA,10,Miconia chartacea,sp_0827,9684,Miconia chartacea Triana,NA,Melastomataceae,species,accepted,Miconia chartacea,NA,,Miconia chartacea,arvore,Terricola,NA,BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Lamanonia ternata,12,Arbusto|Árvore,934,Lamanonia ternata,Cunoniaceae,Lamanonia,ternata,orthodox,abiotic,3,12,15,45,"0,615",16,Lamanonia ternata,sp_0822,7124,Lamanonia ternata Vell.,NA,Cunoniaceae,species,accepted,Lamanonia ternata,NA,,Lamanonia ternata,Arbusto|arvore,Terricola,NA,BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Miconia fasciculata,12,Árvore,1127,Miconia fasciculata,Melastomataceae,Miconia,fasciculata,orthodox,zoochoric,NA,NA,NA,NA,NA,15,Miconia fasciculata,sp_0828,9703,Miconia fasciculata Gardner,NA,Melastomataceae,species,accepted,Miconia fasciculata,LC,,Miconia fasciculata,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Chrysophyllum gonocarpum,12,Árvore,320,Chrysophyllum gonocarpum,Sapotaceae,Chrysophyllum,gonocarpum,recalcitrant,zoochoric,"24,67","25,67","9,92","15,7","0,685",25,Chrysophyllum gonocarpum,sp_0790,14457,Chrysophyllum gonocarpum (Mart. & Eichler ex Miq.) Engl.,NA,Sapotaceae,species,accepted,Chrysophyllum gonocarpum,NA,,Chrysophyllum gonocarpum,arvore,Terricola,aguai­/PORTUGUES/sul do Brasil | aguai­-da-serra/PORTUGUES/Santa Catarina | bapeba/PORTUGUES/Bahia | cutite-branco/PORTUGUES/Goii¡s | guatambu-de-leite/PORTUGUES/Parani¡,BR-AC|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Cordia taguahyensis,12,Arbusto|Árvore,389,Cordia taguahyensis,Boraginaceae,Cordia,taguahyensis,orthodox,zoochoric,9,"13,4","5,73","10,4",NA,20,Cordia taguahyensis,sp_0795,16531,Cordia taguahyensis Vell.,NA,Boraginaceae,species,accepted,Cordia taguahyensis,NA,,Cordia taguahyensis,Arbusto|arvore,Terricola,NA,BR-AL|BR-BA|BR-CE|BR-ES|BR-MA|BR-MG|BR-PB|BR-PE|BR-RJ|BR-SE|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Myrsine venosa,12,Arbusto|Árvore,1305,Myrsine venosa,Primulaceae,Myrsine,venosa,orthodox,zoochoric,5,"4,9","4,2",NA,NA,6,Myrsine venosa,sp_0834,10243,Myrsine venosa A.DC.,NA,Primulaceae,species,accepted,Myrsine venosa,NA,,Myrsine venosa,Arbusto|arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Urbanodendron verrucosum,12,Árvore,1925,Urbanodendron verrucosum,Lauraceae,Urbanodendron,verrucosum,recalcitrant,zoochoric,15,25,14,23,NA,4,Urbanodendron verrucosum,sp_0875,8535,Urbanodendron verrucosum (Nees) Mez,NA,Lauraceae,species,accepted,Urbanodendron verrucosum,LC,,Urbanodendron verrucosum,arvore,Terricola,NA,BR-ES|BR-MG|BR-RJ,native,1,0,0,0,0,0,0,0
Senna affinis,12,Arbusto|Árvore,1678,Senna affinis,Fabaceae,Senna,affinis,orthodox,abiotic,NA,NA,NA,NA,NA,10,Senna affinis,sp_0861,28176,Senna affinis (Benth.) H.S.Irwin & Barneby,NA,Fabaceae,species,accepted,Senna affinis,NA,,Senna affinis,Arbusto|arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-RJ,native,"0,5","0,5",0,0,0,0,0,0
Nectandra reticulata,12,Árvore,1323,Nectandra reticulata,Lauraceae,Nectandra,reticulata,recalcitrant,zoochoric,9,15,8,14,"0,57",40,Nectandra reticulata,sp_0835,8437,Nectandra reticulata (Ruiz & Pav.) Mez,NA,Lauraceae,species,accepted,Nectandra reticulata,NA,,Nectandra reticulata,arvore,Terricola,canela jaciº/PORTUGUES/sudeste,BR-AM|BR-BA|BR-CE|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SP,native,1,0,0,0,0,0,0,0
Ouratea semiserrata,12,Arbusto|Árvore,1409,Ouratea semiserrata,Ochnaceae,Ouratea,semiserrata,recalcitrant,zoochoric,"6,1","8,8",NA,NA,NA,7,Ouratea semiserrata,sp_0837,19938,Ouratea semiserrata (Mart. & Nees) Engl.,NA,Ochnaceae,species,accepted,Ouratea semiserrata,NA,,Ouratea semiserrata,Arbusto|arvore,Terricola,caju-bravo/PORTUGUES/NA,BR-BA|BR-MG|BR-MT|BR-RJ|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Senna silvestris,12,Arbusto|Árvore|Subarbusto,1686,Senna silvestris,Fabaceae,Senna,silvestris,orthodox,abiotic,NA,NA,"2,6","6,5",NA,20,Senna silvestris,sp_0862,23170,Senna silvestris (Vell.) H.S.Irwin & Barneby,NA,Fabaceae,species,accepted,Senna silvestris,NA,,Senna silvestris,Arbusto|arvore|Subarbusto,Terricola,NA,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PR|BR-RJ|BR-RO|BR-RR|BR-SC|BR-SP|BR-TO,native,"0,333333333333333","0,333333333333333",0,"0,333333333333333",0,0,0,0
Ficus gomelleira,12,Árvore,708,Ficus gomelleira,Moraceae,Ficus,gomelleira,orthodox,zoochoric,"23,09","19,81","0,4","0,5","0,48",18,Ficus gomelleira,sp_0809,10162,Ficus gomelleira Kunth,NA,Moraceae,species,accepted,Ficus gomelleira,NA,,Ficus gomelleira,arvore,Terricola,apui­ preto/PORTUGUES/Acre,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,1,0,0,0,0,0,0,0
Ilex theezans,12,Arbusto|Árvore,864,Ilex theezans,Aquifoliaceae,Ilex,theezans,orthodox,zoochoric,"8,6",11,"2,7","3,5",NA,18,Ilex theezans,sp_0820,4910,Ilex theezans Mart. ex Reissek,NA,Aquifoliaceae,species,accepted,Ilex theezans,NA,,Ilex theezans,Arbusto|arvore,Terricola,congonha/PORTUGUES/Sul,BR-BA|BR-DF|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Deguelia costata,12,Árvore,488,Deguelia costata,Fabaceae,Deguelia,costata,orthodox,abiotic,38,80,5,9,"0,72",8,Deguelia costata,sp_0799,101067,Deguelia costata (Benth.) A.M.G.Azevedo & R.A.Camargo,NA,Fabaceae,species,accepted,Deguelia costata,NA,,Deguelia costata,arvore,Terricola,embira-de-carrapato/PORTUGUES/SE | pau-carrapato/PORTUGUES/SE,BR-ES|BR-MG|BR-RJ,native,1,0,0,0,0,0,0,0
Peritassa flaviflora,12,Arbusto|Árvore|Liana/volúvel/trepadeira,1440,Peritassa flaviflora,Celastraceae,Peritassa,flaviflora,recalcitrant,zoochoric,NA,NA,NA,NA,NA,15,Peritassa flaviflora,sp_0843,6776,Peritassa flaviflora A.C.Sm.,NA,Celastraceae,species,accepted,Peritassa flaviflora,NA,,Peritassa flaviflora,Arbusto|arvore|Liana/voluvel/trepadeira,Terricola,NA,BR-ES|BR-MG|BR-RJ|BR-SP,native,"0,333333333333333","0,333333333333333","0,333333333333333",0,0,0,0,0
Simarouba amara,11,Árvore,1698,Simarouba amara,Simaroubaceae,Simarouba,amara,recalcitrant,zoochoric,"9,5",15,"6,6","12,2","0,38",25,Simarouba amara,sp_1012,1381,Simarouba amara Aubl.,NA,Simaroubaceae,species,accepted,Simarouba amara,NA,,Simarouba amara,arvore,Terricola,amarelinho/PORTUGUES/Acre | marupi¡/PORTUGUES/Norte | marupi¡ preto/PORTUGUES/Acre,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-RJ|BR-RN|BR-RO|BR-RR|BR-SE|BR-TO,native,1,0,0,0,0,0,0,0
Hirtella triandra,11,Arbusto|Árvore,823,Hirtella triandra,Chrysobalanaceae,Hirtella,triandra,recalcitrant,zoochoric,"5,1",1,NA,NA,"0,71",15,Hirtella triandra,sp_0946,16812,Hirtella triandra Sw.,NA,Chrysobalanaceae,species,accepted,Hirtella triandra,NA,,Hirtella triandra,Arbusto|arvore,Terricola,NA,NA,NA,"0,5","0,5",0,0,0,0,0,0
Myrcia hartwegiana,11,Árvore,1247,Myrcia hartwegiana,Myrtaceae,Myrcia,hartwegiana,recalcitrant,zoochoric,"5,75","6,8","3,46","3,7",NA,3,Myrcia hartwegiana,sp_0974,10700,Myrcia hartwegiana (O.Berg) Kiaersk.,NA,Myrtaceae,species,accepted,Myrcia hartwegiana,NA,,Myrcia hartwegiana,arvore,Terricola,NA,BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Trichilia lepidota,11,Árvore,1901,Trichilia lepidota,Meliaceae,Trichilia,lepidota,recalcitrant,zoochoric,13,18,"3,5",6,NA,30,Trichilia lepidota,sp_1026,10007,Trichilia lepidota Mart.,NA,Meliaceae,species,accepted,Trichilia lepidota,LC,,Trichilia lepidota,arvore,Terricola,NA,BR-AL|BR-BA|BR-ES|BR-MA|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP,native,1,0,0,0,0,0,0,0
Cupania racemosa,11,Árvore,451,Cupania racemosa,Sapindaceae,Cupania,racemosa,recalcitrant,zoochoric,NA,NA,"11,7","13,3",NA,12,Cupania racemosa,sp_0912,20896,Cupania racemosa (Vell.) Radlk.,NA,Sapindaceae,species,accepted,Cupania racemosa,NA,,Cupania racemosa,arvore,Terricola,NA,BR-AL|BR-BA|BR-ES|BR-MG|BR-PB|BR-PE|BR-RJ|BR-RN|BR-SE,native,1,0,0,0,0,0,0,0
Myrciaria tenella,11,Árvore,1292,Myrciaria tenella,Myrtaceae,Myrciaria,tenella,recalcitrant,zoochoric,"5,6",7,"4,5","5,5","0,97",6,Myrciaria tenella,sp_0979,10802,Myrciaria tenella (DC.) O.Berg,NA,Myrtaceae,species,accepted,Myrciaria tenella,DD,,Myrciaria tenella,arvore,Terricola,NA,BR-BA|BR-MA|BR-MG|BR-PA|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Schefflera calva,11,Árvore,1659,Schefflera calva,Araliaceae,Schefflera,calva,orthodox,zoochoric,"7,7","6,3",NA,NA,NA,30,Schefflera calva,sp_1006,5136,Schefflera calva (Cham.) Frodin & Fiaschi,NA,Araliaceae,species,accepted,Schefflera calva,LC,,Schefflera calva,arvore,Terricola,NA,BR-DF|BR-ES|BR-GO|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Calyptranthes clusiifolia,11,Árvore,218,Calyptranthes clusiifolia,Myrtaceae,Calyptranthes,clusiifolia,recalcitrant,zoochoric,"4,5",5,"3,6","5,4","0,72",8,Calyptranthes clusiifolia,sp_0898,10275,Calyptranthes clusiifolia O.Berg,NA,Myrtaceae,species,accepted,Calyptranthes clusiifolia,NA,,Calyptranthes clusiifolia,arvore,Terricola,NA,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PE|BR-SE|BR-SP|BR-TO,native,1,0,0,0,0,0,0,0
Persea rufotomentosa,11,Árvore,1445,Persea rufotomentosa,Lauraceae,Persea,rufotomentosa,recalcitrant,zoochoric,NA,NA,NA,NA,NA,5,Persea rufotomentosa,sp_0990,8521,Persea rufotomentosa Nees & Mart.,NA,Lauraceae,species,accepted,Persea rufotomentosa,NT,,Persea rufotomentosa,arvore,Terricola,NA,BR-DF|BR-ES|BR-MG|BR-RJ,native,1,0,0,0,0,0,0,0
Ocotea spectabilis,11,Árvore,1382,Ocotea spectabilis,Lauraceae,Ocotea,spectabilis,recalcitrant,zoochoric,"1,1","15,7","9,72",10,NA,10,Ocotea spectabilis,sp_0982,17956,Ocotea spectabilis (Meisn.) Mez,NA,Lauraceae,species,accepted,Ocotea spectabilis,NA,,Ocotea spectabilis,arvore,Terricola,NA,BR-GO|BR-MG|BR-MS|BR-MT|BR-TO,native,1,0,0,0,0,0,0,0
Cyathea gardneri,11,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyathea gardneri,sp_0914,90914,Cyathea gardneri Hook.,NA,Cyatheaceae,species,accepted,Cyathea gardneri,NA,,Cyathea gardneri,arvore,Terricola,NA,BR-DF|BR-GO|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Hirtella hebeclada,11,Árvore,817,Hirtella hebeclada,Chrysobalanaceae,Hirtella,hebeclada,recalcitrant,zoochoric,12,"21,8","2,6",20,"0,72",15,Hirtella hebeclada,sp_0945,16800,Hirtella hebeclada Moric. ex DC.,NA,Chrysobalanaceae,species,accepted,Hirtella hebeclada,NA,,Hirtella hebeclada,arvore,Terricola,cinzeiro/PORTUGUES/Sudeste | pau-de-lixa/PORTUGUES/Sudeste,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Matayba mollis,11,Arbusto|Árvore|Subarbusto,1067,Matayba mollis,Sapindaceae,Matayba,mollis,recalcitrant,zoochoric,NA,NA,NA,NA,NA,25,Matayba mollis,sp_0957,32722,Matayba mollis Radlk.,NA,Sapindaceae,species,accepted,Matayba mollis,NA,,Matayba mollis,Arbusto|arvore|Subarbusto,Terricola,matai­ba/PORTUGUES/Sudeste,BR-MG,native,"0,333333333333333","0,333333333333333",0,"0,333333333333333",0,0,0,0
Vismia martiana,11,Arbusto|Árvore,1952,Vismia martiana,Hypericaceae,Vismia,martiana,orthodox,zoochoric,8,12,NA,NA,NA,NA,Vismia martiana,sp_1031,8015,Vismia martiana Reichardt,NA,Hypericaceae,species,accepted,Vismia martiana,LC,,Vismia martiana,Arbusto|arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-RJ,native,"0,5","0,5",0,0,0,0,0,0
Cupania ludowigii,11,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cupania ludowigii,sp_0911,20893,Cupania ludowigii Somner & Ferrucci,NA,Sapindaceae,species,accepted,Cupania ludowigii,NA,,Cupania ludowigii,arvore,Terricola,camboati¡-vermelho/PORTUGUES/Sudeste,BR-AL|BR-BA|BR-ES|BR-MG|BR-PB|BR-PE|BR-RJ|BR-RN|BR-SP,native,1,0,0,0,0,0,0,0
Maytenus schumanniana,11,Arbusto|Árvore,1084,Maytenus schumanniana,Celastraceae,Maytenus,schumanniana,recalcitrant,zoochoric,NA,NA,7,NA,NA,NA,Maytenus schumanniana,sp_0958,6771,Maytenus schumanniana Loes.,NA,Celastraceae,species,accepted,Maytenus schumanniana,NA,,Maytenus schumanniana,Arbusto|arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
